2026-07-08 16:31:16,885 | INFO | TEST | Logger is working!
2026-07-14 15:34:16,117 | ERROR | SERVICE | Alert validation failed.
2026-07-14 15:34:31,366 | INFO | SERVICE | Received new alert.
2026-07-14 15:34:31,366 | INFO | PARSER | Parsing incoming alert...
2026-07-14 15:34:31,367 | INFO | PARSER | Alert parsed successfully.
2026-07-14 15:34:31,367 | INFO | VALIDATOR | Validating alert...
2026-07-14 15:34:31,367 | INFO | VALIDATOR | Alert validation successful.
2026-07-14 15:34:31,368 | INFO | SERVICE | Alert validation successful.
2026-07-14 15:34:31,368 | INFO | FEATURES | Extracting alert features...
2026-07-14 15:34:31,368 | INFO | FEATURES | Feature extraction completed.
2026-07-14 15:34:31,368 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-14 15:34:31,369 | INFO | MITRE | Matched MITRE T1059.001
2026-07-14 15:34:31,369 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-14 15:34:31,369 | INFO | DECISION | Running XGBoost prediction...
2026-07-14 15:34:31,372 | INFO | DECISION | Risk Score=100, Decision=Escalate
2026-07-14 15:34:31,373 | INFO | EXPLAINER | Explanation generated.
2026-07-14 15:34:31,373 | INFO | SERVICE | Alert processed successfully.
2026-07-15 11:22:01,005 | INFO | SERVICE | Received new alert.
2026-07-15 11:22:01,005 | INFO | PARSER | Parsing incoming alert...
2026-07-15 11:22:01,006 | INFO | PARSER | Alert parsed successfully.
2026-07-15 11:22:01,006 | INFO | VALIDATOR | Validating alert...
2026-07-15 11:22:01,006 | INFO | VALIDATOR | Alert validation successful.
2026-07-15 11:22:01,006 | INFO | SERVICE | Alert validation successful.
2026-07-15 11:22:01,006 | INFO | FEATURES | Extracting alert features...
2026-07-15 11:22:01,007 | INFO | FEATURES | Feature extraction completed.
2026-07-15 11:22:01,007 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-15 11:22:01,007 | INFO | MITRE | Matched MITRE T1059.001
2026-07-15 11:22:01,007 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-15 11:22:01,008 | INFO | DECISION | Running XGBoost prediction...
2026-07-15 11:22:01,013 | INFO | DECISION | Risk Score=100, Decision=Escalate
2026-07-15 11:22:01,013 | INFO | EXPLAINER | Explanation generated.
2026-07-15 11:22:01,013 | INFO | SERVICE | Alert processed successfully.
2026-07-15 11:22:50,287 | INFO | SERVICE | Received new alert.
2026-07-15 11:22:50,288 | INFO | PARSER | Parsing incoming alert...
2026-07-15 11:22:50,288 | INFO | PARSER | Alert parsed successfully.
2026-07-15 11:22:50,289 | INFO | VALIDATOR | Validating alert...
2026-07-15 11:22:50,289 | INFO | VALIDATOR | Alert validation successful.
2026-07-15 11:22:50,289 | INFO | SERVICE | Alert validation successful.
2026-07-15 11:22:50,290 | INFO | FEATURES | Extracting alert features...
2026-07-15 11:22:50,290 | INFO | FEATURES | Feature extraction completed.
2026-07-15 11:22:50,290 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-15 11:22:50,291 | INFO | MITRE | Matched MITRE T1059.001
2026-07-15 11:22:50,291 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-15 11:22:50,291 | INFO | DECISION | Running XGBoost prediction...
2026-07-15 11:22:50,294 | INFO | DECISION | Risk Score=100, Decision=Escalate
2026-07-15 11:22:50,294 | INFO | EXPLAINER | Explanation generated.
2026-07-15 11:22:50,294 | INFO | SERVICE | Alert processed successfully.
2026-07-15 11:22:56,464 | INFO | SERVICE | Received new alert.
2026-07-15 11:22:56,465 | INFO | PARSER | Parsing incoming alert...
2026-07-15 11:22:56,465 | INFO | PARSER | Alert parsed successfully.
2026-07-15 11:22:56,465 | INFO | VALIDATOR | Validating alert...
2026-07-15 11:22:56,466 | INFO | VALIDATOR | Alert validation successful.
2026-07-15 11:22:56,466 | INFO | SERVICE | Alert validation successful.
2026-07-15 11:22:56,466 | INFO | FEATURES | Extracting alert features...
2026-07-15 11:22:56,466 | INFO | FEATURES | Feature extraction completed.
2026-07-15 11:22:56,467 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-15 11:22:56,467 | INFO | MITRE | Matched MITRE T1059.001
2026-07-15 11:22:56,467 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-15 11:22:56,467 | INFO | DECISION | Running XGBoost prediction...
2026-07-15 11:22:56,470 | INFO | DECISION | Risk Score=1, Decision=Close
2026-07-15 11:22:56,471 | INFO | EXPLAINER | Explanation generated.
2026-07-15 11:22:56,471 | INFO | SERVICE | Alert processed successfully.
2026-07-15 11:23:02,932 | INFO | SERVICE | Received new alert.
2026-07-15 11:23:02,933 | INFO | PARSER | Parsing incoming alert...
2026-07-15 11:23:02,933 | INFO | PARSER | Alert parsed successfully.
2026-07-15 11:23:02,933 | INFO | VALIDATOR | Validating alert...
2026-07-15 11:23:02,933 | INFO | VALIDATOR | Alert validation successful.
2026-07-15 11:23:02,934 | INFO | SERVICE | Alert validation successful.
2026-07-15 11:23:02,934 | INFO | FEATURES | Extracting alert features...
2026-07-15 11:23:02,934 | INFO | FEATURES | Feature extraction completed.
2026-07-15 11:23:02,934 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-15 11:23:02,935 | INFO | MITRE | Matched MITRE T1059.001
2026-07-15 11:23:02,935 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-15 11:23:02,935 | INFO | DECISION | Running XGBoost prediction...
2026-07-15 11:23:02,938 | INFO | DECISION | Risk Score=100, Decision=Escalate
2026-07-15 11:23:02,938 | INFO | EXPLAINER | Explanation generated.
2026-07-15 11:23:02,939 | INFO | SERVICE | Alert processed successfully.
2026-07-15 11:28:02,889 | INFO | SERVICE | Received new alert.
2026-07-15 11:28:02,889 | INFO | PARSER | Parsing incoming alert...
2026-07-15 11:28:02,889 | INFO | PARSER | Alert parsed successfully.
2026-07-15 11:28:02,890 | INFO | VALIDATOR | Validating alert...
2026-07-15 11:28:02,890 | INFO | VALIDATOR | Alert validation successful.
2026-07-15 11:28:02,891 | INFO | SERVICE | Alert validation successful.
2026-07-15 11:28:02,891 | INFO | FEATURES | Extracting alert features...
2026-07-15 11:28:02,891 | INFO | FEATURES | Feature extraction completed.
2026-07-15 11:28:02,891 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-15 11:28:02,892 | INFO | MITRE | Matched MITRE T1059.001
2026-07-15 11:28:02,892 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-15 11:28:02,892 | INFO | DECISION | Running XGBoost prediction...
2026-07-15 11:28:02,894 | INFO | DECISION | Risk Score=100, Decision=Escalate
2026-07-15 11:28:02,895 | INFO | EXPLAINER | Explanation generated.
2026-07-15 11:28:02,895 | INFO | SERVICE | Alert processed successfully.
2026-07-15 11:48:58,925 | INFO | SERVICE | Received new alert.
2026-07-15 11:48:58,926 | INFO | PARSER | Parsing incoming alert...
2026-07-15 11:48:58,926 | INFO | PARSER | Alert parsed successfully.
2026-07-15 11:48:58,926 | INFO | VALIDATOR | Validating alert...
2026-07-15 11:48:58,926 | INFO | VALIDATOR | Alert validation successful.
2026-07-15 11:48:58,926 | INFO | SERVICE | Alert validation successful.
2026-07-15 11:48:58,927 | INFO | FEATURES | Extracting alert features...
2026-07-15 11:48:58,927 | INFO | FEATURES | Feature extraction completed.
2026-07-15 11:48:58,927 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-15 11:48:58,927 | INFO | MITRE | Matched MITRE T1059.001
2026-07-15 11:48:58,927 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-15 11:48:58,928 | INFO | DECISION | Running XGBoost prediction...
2026-07-15 11:48:58,930 | INFO | DECISION | Risk Score=100, Decision=Escalate
2026-07-15 11:48:58,930 | INFO | EXPLAINER | Explanation generated.
2026-07-15 11:48:58,930 | INFO | SERVICE | Alert processed successfully.
2026-07-15 13:56:47,108 | INFO | SERVICE | Received new alert.
2026-07-15 13:56:47,109 | INFO | PARSER | Parsing incoming alert...
2026-07-15 13:56:47,110 | INFO | PARSER | Alert parsed successfully.
2026-07-15 13:56:47,111 | INFO | VALIDATOR | Validating alert...
2026-07-15 13:56:47,112 | INFO | VALIDATOR | Alert validation successful.
2026-07-15 13:56:47,112 | INFO | SERVICE | Alert validation successful.
2026-07-15 13:56:47,112 | INFO | FEATURES | Extracting alert features...
2026-07-15 13:56:47,112 | INFO | FEATURES | Feature extraction completed.
2026-07-15 13:56:47,113 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-15 13:56:47,113 | INFO | MITRE | Matched MITRE T1059.001
2026-07-15 13:56:47,113 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-15 13:56:47,114 | INFO | DECISION | Running XGBoost prediction...
2026-07-15 13:56:47,132 | INFO | DECISION | Risk Score=100, Decision=Escalate
2026-07-15 13:56:47,133 | INFO | EXPLAINER | Explanation generated.
2026-07-15 13:56:47,133 | INFO | SERVICE | Alert processed successfully.
2026-07-15 13:56:48,608 | INFO | SERVICE | Received new alert.
2026-07-15 13:56:48,609 | INFO | PARSER | Parsing incoming alert...
2026-07-15 13:56:48,609 | INFO | PARSER | Alert parsed successfully.
2026-07-15 13:56:48,609 | INFO | VALIDATOR | Validating alert...
2026-07-15 13:56:48,610 | INFO | VALIDATOR | Alert validation successful.
2026-07-15 13:56:48,610 | INFO | SERVICE | Alert validation successful.
2026-07-15 13:56:48,610 | INFO | FEATURES | Extracting alert features...
2026-07-15 13:56:48,610 | INFO | FEATURES | Feature extraction completed.
2026-07-15 13:56:48,611 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-15 13:56:48,611 | INFO | MITRE | Matched MITRE T1059.001
2026-07-15 13:56:48,611 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-15 13:56:48,611 | INFO | DECISION | Running XGBoost prediction...
2026-07-15 13:56:48,617 | INFO | DECISION | Risk Score=100, Decision=Escalate
2026-07-15 13:56:48,617 | INFO | EXPLAINER | Explanation generated.
2026-07-15 13:56:48,618 | INFO | SERVICE | Alert processed successfully.
2026-07-15 15:42:48,425 | INFO | SERVICE | Received new alert.
2026-07-15 15:42:48,426 | INFO | PARSER | Parsing incoming alert...
2026-07-15 15:42:48,426 | INFO | PARSER | Alert parsed successfully.
2026-07-15 15:42:48,427 | INFO | VALIDATOR | Validating alert...
2026-07-15 15:42:48,427 | INFO | VALIDATOR | Alert validation successful.
2026-07-15 15:42:48,427 | INFO | SERVICE | Alert validation successful.
2026-07-15 15:42:48,428 | INFO | FEATURES | Extracting alert features...
2026-07-15 15:42:48,428 | INFO | FEATURES | Feature extraction completed.
2026-07-15 15:42:48,429 | INFO | MITRE | Mapping MITRE ATT&CK...
2026-07-15 15:42:48,429 | INFO | MITRE | Matched MITRE T1059.001
2026-07-15 15:42:48,429 | INFO | THREAT_INTEL | Checking reputation of 192.168.10.5
2026-07-15 15:42:48,429 | INFO | DECISION | Running XGBoost prediction...
2026-07-15 15:42:48,448 | INFO | DECISION | Risk Score=100, Decision=Escalate
2026-07-15 15:42:48,449 | INFO | EXPLAINER | Explanation generated.
2026-07-15 15:42:48,449 | INFO | SERVICE | Alert processed successfully.
